,accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,Category,isWeekend,label
34,23,1,2.596228,creditcard,0.000694444,shopping,1.0,0
35,2000,1,5.017904,creditcard,0.0,electronics,1.0,0
36,2,1,4.836982,creditcard,1.697222222,food,1.0,0
37,19,1,4.505662,paypal,0.0,electronics,1.0,0
38,18,1,4.965339,creditcard,0.0,shopping,1.0,0
39,1562,1,4.505662,creditcard,981.3465278,food,1.0,0
40,288,1,4.748314,paypal,0.0,food,0.0,0
41,310,1,4.965339,creditcard,96.94236111,shopping,0.0,0
42,2,1,4.921318,creditcard,0.0,food,0.0,0
43,2000,1,4.965339,storecredit,0.0,food,0.0,0
44,2,1,5.034622,creditcard,1.097916667,electronics,0.0,0
45,2000,1,4.52458,paypal,0.004861111,electronics,0.0,0
46,1144,1,4.876771,creditcard,1142.90625,food,1.0,0
47,1743,1,4.836982,creditcard,367.8138889,food,0.0,0
48,817,1,4.962055,creditcard,0.003472222,shopping,0.0,0
49,2000,1,4.742303,creditcard,0.006944444,electronics,1.0,0
50,179,1,4.921318,storecredit,0.0,electronics,0.0,0
51,2000,1,4.886641,storecredit,212.1402778,shopping,1.0,0
52,204,1,4.886641,creditcard,0.035416667,electronics,1.0,0
53,2000,1,4.748314,paypal,641.3215278,electronics,0.0,0
54,2000,1,4.965339,creditcard,348.3055556,shopping,0.0,0
55,546,1,4.895263,paypal,0.000694444,food,0.0,0
56,2000,1,4.921318,paypal,597.16875,electronics,0.0,0
57,1409,1,4.962055,creditcard,0.002777778,food,0.0,0
58,210,1,4.876771,creditcard,0.0,food,0.0,0
59,2000,1,4.745402,paypal,1034.671528,food,1.0,0
60,107,1,4.962055,creditcard,4.105555556,electronics,0.0,0
61,406,1,4.836982,creditcard,405.1361111,electronics,0.0,0
62,34,1,4.962055,creditcard,33.91111111,electronics,1.0,0
63,200,1,2.94894,creditcard,199.6208333,electronics,0.0,0
64,638,1,4.962055,creditcard,0.001388889,electronics,1.0,0
65,32,1,4.057414,paypal,23.43333333,shopping,1.0,0
66,684,1,4.965339,paypal,316.0368056,food,0.0,0
67,2000,1,4.52458,creditcard,708.9708333,shopping,1.0,0
68,1657,1,4.921318,creditcard,26.22222222,food,1.0,0
69,1133,1,4.921349,creditcard,65.85625,shopping,1.0,0
70,4,1,5.017904,creditcard,3.365972222,shopping,0.0,0
71,599,1,4.962055,creditcard,0.0,food,1.0,0
72,2000,1,5.034622,paypal,544.96875,electronics,0.0,0
73,162,2,4.748314,creditcard,161.9548611,shopping,1.0,0
74,1407,1,4.962055,creditcard,0.0,electronics,0.0,0
75,2000,1,4.505662,creditcard,0.0,electronics,0.0,0
76,535,1,4.742303,creditcard,37.42708333,shopping,0.0,0
77,735,1,4.748314,creditcard,0.0,electronics,0.0,0
78,1657,1,3.066058,paypal,244.5597222,food,0.0,0
79,3,1,4.876771,creditcard,2.777777778,food,0.0,0
80,1397,1,4.748314,creditcard,342.8895833,food,0.0,0
81,222,1,4.921318,creditcard,221.2590278,shopping,0.0,0
82,913,1,4.895263,creditcard,0.0,food,0.0,0
83,1843,1,5.040929,creditcard,0.208333333,shopping,0.0,0
84,19,1,4.886641,creditcard,0.001388889,electronics,1.0,0
85,2000,1,5.017904,creditcard,225.3180556,electronics,1.0,0
86,2000,1,4.742303,paypal,259.1277778,food,1.0,0
87,1014,1,4.965339,creditcard,666.0104167,shopping,0.0,0
88,2000,1,4.748314,creditcard,0.0,shopping,1.0,0
89,964,1,4.876771,creditcard,0.0,shopping,1.0,0
90,66,1,4.745402,paypal,0.954166667,shopping,0.0,0
91,544,1,4.965339,paypal,0.0,electronics,0.0,0
92,1866,1,4.742303,paypal,145.4611111,electronics,0.0,0
93,2000,1,3.575983,creditcard,777.1263889,food,0.0,0
94,601,1,3.954522,creditcard,0.0,shopping,1.0,0
95,954,1,4.886641,creditcard,0.688888889,food,0.0,0
96,211,1,4.505662,storecredit,202.0784722,shopping,1.0,0
97,2000,1,4.876771,creditcard,0.000694444,shopping,1.0,0
98,883,3,4.505662,paypal,424.275,shopping,0.0,0
99,1183,1,4.962055,creditcard,0.0,electronics,0.0,0
100,2000,1,5.017904,creditcard,372.04375,electronics,0.0,0
101,605,1,4.921318,creditcard,0.0,electronics,0.0,0
102,1625,1,4.895263,creditcard,0.0,food,0.0,0
103,1933,1,3.575983,creditcard,82.03055556,shopping,0.0,0
104,3,1,4.836982,creditcard,0.0,food,0.0,0
105,2000,1,4.962055,paypal,0.002083333,electronics,0.0,0
106,1547,1,4.962055,paypal,0.002083333,electronics,0.0,0
107,54,1,4.962055,creditcard,0.0,electronics,0.0,0
108,279,1,4.745402,creditcard,113.7875,food,0.0,0
109,1,4,4.836982,creditcard,0.0,electronics,undefined,1
110,2000,1,4.745402,creditcard,0.001388889,food,0.0,0
111,89,1,4.52458,paypal,88.04791667,shopping,1.0,0
112,1767,1,5.040929,creditcard,754.8847222,food,1.0,0
113,1609,1,4.965339,storecredit,0.057638889,shopping,0.0,0
114,261,1,4.895263,creditcard,254.7333333,food,1.0,0
115,2000,1,4.057414,paypal,0.0,shopping,1.0,0
116,978,2,4.876771,creditcard,0.0,food,1.0,0
117,1858,1,4.962055,creditcard,0.013194444,food,1.0,0
118,3,1,5.034622,paypal,1.982638889,shopping,0.0,0
119,2000,1,5.040929,paypal,0.0,food,0.0,0
120,150,1,5.040929,creditcard,86.14861111,electronics,0.0,0
121,182,1,4.52458,storecredit,174.5569444,shopping,0.0,0
122,931,1,3.575983,creditcard,0.0,electronics,0.0,0
123,158,1,4.461622,creditcard,0.0,electronics,0.0,0
124,2000,1,4.962055,creditcard,718.7652778,shopping,0.0,0
125,2000,1,4.965339,paypal,0.0,shopping,1.0,0
126,2000,1,4.745402,creditcard,0.0,shopping,1.0,0
127,1162,1,4.876771,paypal,0.0,shopping,0.0,0
128,1208,1,4.962055,creditcard,465.825,shopping,0.0,0
129,127,1,5.040929,creditcard,0.000694444,electronics,1.0,0
130,13,1,4.921318,creditcard,0.0,electronics,0.0,0
131,1670,1,4.748314,paypal,0.0,shopping,0.0,0
132,2000,1,4.836982,paypal,101.8923611,electronics,0.0,0
133,444,1,4.836982,paypal,99.11736111,electronics,0.0,0
134,21,1,4.895263,creditcard,20.9,food,0.0,0
135,19,2,4.962055,creditcard,0.0,electronics,0.0,0
136,66,1,4.742303,creditcard,16.825,electronics,0.0,0
137,2000,1,4.745402,storecredit,0.0,shopping,0.0,0
138,86,1,4.52458,creditcard,85.37361111,food,0.0,0
139,1896,1,4.921349,creditcard,0.0,shopping,0.0,0
140,273,1,5.034622,creditcard,0.001388889,shopping,1.0,0
141,43,1,4.876771,creditcard,0.002083333,electronics,1.0,0
142,154,1,4.895263,creditcard,0.0,shopping,1.0,0
143,497,1,4.965339,storecredit,494.9736111,food,1.0,0
144,494,1,4.962055,paypal,0.045833333,shopping,0.0,0
145,1799,1,4.921349,paypal,1762.999306,food,0.0,0
146,2000,1,3.483951,creditcard,502.3819444,food,0.0,0
147,541,1,4.057414,creditcard,0.0,electronics,0.0,0
148,369,1,4.921349,creditcard,0.0,shopping,1.0,0
149,1075,1,3.066058,creditcard,8.1,food,0.0,0
150,2000,1,5.017904,paypal,129.9291667,shopping,0.0,0
151,53,1,5.040929,paypal,52.24444444,electronics,1.0,0
152,2000,1,4.921349,creditcard,327.9013889,food,1.0,0
153,824,1,4.057414,creditcard,0.000694444,electronics,0.0,0
154,3,1,4.505662,creditcard,0.002777778,electronics,1.0,0
155,604,1,4.876771,creditcard,0.0,food,1.0,0
156,1285,1,4.52458,paypal,26.00694444,shopping,1.0,0
157,279,1,4.057414,creditcard,0.004166667,shopping,1.0,0
158,2,1,4.921349,creditcard,0.0,food,1.0,0
159,1477,1,5.017904,paypal,0.0,electronics,1.0,0
160,645,1,3.954522,paypal,555.3361111,shopping,1.0,0
161,2,1,4.52458,creditcard,1.15,food,0.0,0
162,131,1,4.886641,creditcard,0.0,shopping,1.0,0
163,2000,1,4.461622,paypal,0.0,shopping,1.0,0
164,37,1,4.505662,creditcard,36.44027778,food,1.0,0
165,3,1,4.921349,storecredit,0.0,electronics,1.0,0
166,2000,1,2.94894,creditcard,0.0,food,0.0,0
167,2000,1,5.017904,creditcard,0.006944444,food,1.0,0
168,125,1,4.895263,paypal,0.001388889,food,1.0,0
169,1535,1,5.017904,paypal,0.005555556,electronics,0.0,0
170,1305,1,5.040929,creditcard,1261.107639,food,1.0,0
171,2000,1,4.962055,paypal,711.0861111,food,0.0,0
172,2000,4,4.742303,creditcard,0.0,electronics,1.0,0
173,32,1,4.962055,creditcard,29.17986111,shopping,0.0,0
174,2000,1,4.886641,paypal,0.423611111,electronics,0.0,0
175,2000,1,5.040929,creditcard,0.003472222,shopping,1.0,0
176,106,1,4.965339,creditcard,0.0,food,0.0,0
177,1672,1,4.921349,paypal,1568.803472,electronics,1.0,0
178,1900,1,5.034622,creditcard,0.005555556,food,1.0,0
179,911,1,4.876771,paypal,0.000694444,shopping,0.0,0
180,66,1,4.057414,paypal,0.0,shopping,1.0,0
181,13,1,4.921349,creditcard,12.19861111,food,0.0,0
182,2000,5,2.596228,creditcard,217.5888889,shopping,0.0,0
183,1394,5,4.742303,creditcard,549.9805556,shopping,0.0,0
184,1991,1,4.886641,creditcard,1394.418056,food,1.0,0
185,31,1,4.505662,creditcard,30.23472222,electronics,1.0,0
186,102,1,4.836982,creditcard,0.0,shopping,1.0,0
187,1941,1,4.921349,creditcard,2.8875,electronics,0.0,0
188,1460,1,3.066058,paypal,0.002083333,food,0.0,0
189,664,1,4.886641,paypal,0.000694444,electronics,1.0,0
190,1979,1,4.505662,storecredit,455.5715278,food,1.0,0
191,2000,1,4.461622,paypal,1.542361111,food,1.0,0
192,569,1,4.876771,creditcard,0.011111111,food,0.0,0
193,171,1,5.034622,creditcard,0.0,food,0.0,0
194,1392,1,4.965339,creditcard,0.0,food,0.0,0
195,639,1,5.017904,creditcard,627.975,electronics,1.0,0
196,14,1,4.921318,creditcard,0.0,electronics,0.0,0
197,776,1,4.886641,creditcard,0.0,shopping,1.0,0
198,906,1,5.040929,creditcard,0.0,electronics,1.0,0
199,4,1,4.921318,creditcard,0.0,electronics,1.0,0
200,2000,1,4.921349,creditcard,264.7569444,food,1.0,0
201,131,1,4.962055,paypal,130.1930556,shopping,1.0,0
202,49,1,4.886641,creditcard,0.0,shopping,1.0,0
203,2,1,4.836982,creditcard,1.0375,shopping,1.0,0
204,145,1,4.745402,creditcard,144.51875,shopping,1.0,0
205,91,1,4.505662,creditcard,0.000694444,food,1.0,0
206,17,1,5.034622,creditcard,0.0,food,0.0,0
207,151,1,4.965339,creditcard,0.0,electronics,1.0,0
208,553,1,4.965339,creditcard,4.1,food,0.0,0
209,779,3,4.057414,creditcard,128.0277778,electronics,0.0,0
210,1306,1,4.836982,creditcard,0.002777778,food,1.0,0
211,2000,1,5.017904,creditcard,293.9875,electronics,1.0,0
212,877,1,4.52458,creditcard,682.8326389,food,0.0,0
213,2000,1,4.748314,paypal,0.0,electronics,0.0,0
214,949,1,4.965339,creditcard,0.002083333,shopping,0.0,0
215,367,1,5.017904,creditcard,0.0,shopping,0.0,0
216,2000,1,4.921349,creditcard,0.002083333,shopping,1.0,0
217,1602,1,4.921349,creditcard,0.009722222,shopping,0.0,0
218,2000,1,4.52458,creditcard,277.0902778,shopping,0.0,0
219,1536,1,4.742303,creditcard,966.3458333,electronics,1.0,0
220,2000,1,4.745402,paypal,2.920833333,shopping,1.0,0
221,526,1,4.886641,creditcard,25.94583333,food,1.0,0
222,51,1,4.836982,creditcard,0.0,food,0.0,0
223,1289,1,5.034622,creditcard,251.1465278,shopping,0.0,0
224,38,1,4.921318,creditcard,0.0,electronics,0.0,0
225,235,1,4.921318,storecredit,0.0,food,0.0,0
226,1842,1,4.876771,creditcard,0.775694444,food,1.0,0
227,2,1,4.748314,creditcard,1.025,electronics,0.0,0
228,39,1,5.017904,paypal,0.0,electronics,0.0,0
229,529,1,4.895263,creditcard,508.4972222,shopping,1.0,0
230,2000,1,4.505662,creditcard,0.001388889,food,0.0,0
231,2,1,3.575983,creditcard,1.116666667,electronics,1.0,0
232,1994,1,4.921318,creditcard,0.000694444,electronics,1.0,0
233,4,1,2.596228,paypal,3.463194444,shopping,0.0,0
234,2000,1,4.895263,paypal,944.6923611,electronics,1.0,0
235,37,1,4.505662,paypal,0.0,electronics,1.0,0
236,2000,1,4.876771,creditcard,101.1611111,shopping,1.0,0
237,1612,1,4.505662,paypal,0.494444444,shopping,0.0,0
238,17,1,5.017904,paypal,16.06527778,shopping,0.0,0
239,1615,1,4.748314,paypal,0.000694444,electronics,1.0,0
240,19,1,5.040929,storecredit,18.21388889,electronics,0.0,0
241,2000,1,4.886641,creditcard,253.2847222,electronics,0.0,0
242,884,1,4.965339,creditcard,0.016666667,food,1.0,0
243,1,1,4.836982,paypal,0.002777778,electronics,undefined,1
244,190,1,5.034622,storecredit,97.04305556,shopping,0.0,0
245,130,1,4.505662,creditcard,129.2347222,electronics,1.0,0
246,2000,1,4.742303,paypal,0.0,shopping,0.0,0
247,2000,1,4.962055,paypal,0.0,food,0.0,0
248,3,1,4.748314,creditcard,0.001388889,electronics,1.0,0
249,8,1,5.040929,creditcard,0.0,shopping,0.0,0
250,295,2,5.040929,creditcard,0.001388889,shopping,0.0,0
251,352,1,4.745402,creditcard,351.8569444,food,0.0,0
252,2000,1,4.748314,paypal,3.059027778,food,0.0,0
253,1603,1,4.876771,paypal,0.0,food,1.0,0
254,322,1,4.745402,creditcard,0.0,food,1.0,0
255,114,1,4.876771,paypal,0.0,food,0.0,0
256,1981,1,4.921349,creditcard,0.0,shopping,0.0,0
257,3,1,4.52458,creditcard,2.036111111,food,1.0,0
258,2000,1,4.921318,creditcard,0.0,shopping,0.0,0
259,1173,1,5.017904,creditcard,0.003472222,electronics,1.0,0
260,125,1,4.921349,creditcard,124.1861111,food,1.0,0
261,635,1,4.921349,creditcard,633.8847222,electronics,0.0,0
262,2000,1,4.876771,storecredit,0.0,shopping,1.0,0
263,54,1,4.886641,creditcard,0.0,food,0.0,0
264,54,1,4.836982,creditcard,0.0,shopping,0.0,0
265,633,1,5.034622,creditcard,0.0,electronics,1.0,0
266,8,1,4.745402,creditcard,0.0,electronics,0.0,0
267,256,1,4.962055,paypal,0.0,shopping,1.0,0
268,145,1,4.886641,creditcard,0.0,food,0.0,0
269,73,2,4.52458,creditcard,72.37638889,electronics,0.0,0
270,466,1,4.057414,creditcard,0.0,shopping,1.0,0
271,1608,1,4.921349,creditcard,478.6145833,electronics,0.0,0
272,1783,1,4.52458,creditcard,0.0,shopping,0.0,0
273,989,1,4.836982,creditcard,988.6666667,electronics,0.0,0
274,1292,1,4.921349,creditcard,0.0,shopping,0.0,0
275,2,1,5.034622,paypal,1.026388889,electronics,0.0,0
276,1597,1,5.017904,creditcard,118.9895833,electronics,0.0,0
277,578,1,3.575983,creditcard,486.1923611,electronics,0.0,0
278,105,1,5.040929,paypal,104.1763889,shopping,1.0,0
279,2000,2,4.745402,creditcard,0.0,electronics,1.0,0
280,1,1,4.921318,creditcard,0.0,shopping,undefined,1
281,2000,1,3.483951,creditcard,0.442361111,electronics,1.0,0
282,211,1,2.596228,creditcard,210.3729167,electronics,0.0,0
283,2000,1,4.836982,creditcard,0.0,shopping,1.0,0
284,167,1,4.921318,creditcard,166.8965278,food,1.0,0
285,140,1,5.034622,creditcard,139.0340278,food,0.0,0
286,41,1,4.895263,creditcard,8.585416667,shopping,1.0,0
287,179,1,4.921318,creditcard,0.002083333,food,0.0,0
288,563,1,4.921318,creditcard,0.0,food,0.0,0
289,633,1,5.034622,creditcard,0.0,electronics,0.0,0
290,190,1,4.895263,creditcard,1.522916667,electronics,0.0,0
291,33,1,4.52458,creditcard,32.10416667,food,1.0,0
292,549,1,4.895263,paypal,0.452083333,food,1.0,0
293,2000,1,4.52458,creditcard,302.1493056,shopping,1.0,0
294,1049,1,5.034622,creditcard,0.0,food,1.0,0
295,2000,1,4.876771,creditcard,4.945833333,food,0.0,0
296,611,1,4.895263,creditcard,103.5875,food,1.0,0
297,10,1,4.836982,creditcard,0.0,food,1.0,0
298,1759,1,4.057414,creditcard,477.5256944,food,0.0,0
299,1679,1,4.745402,paypal,0.000694444,food,1.0,0
300,3,1,4.886641,creditcard,2.975,food,0.0,0
301,15,1,4.836982,creditcard,14.37986111,electronics,1.0,0
302,8,1,4.52458,paypal,7.047222222,electronics,0.0,0
303,842,1,4.742303,creditcard,833.5625,electronics,0.0,0
304,877,1,4.745402,creditcard,0.0,shopping,1.0,0
305,1326,1,5.034622,creditcard,0.0,electronics,1.0,0
306,2,1,3.483951,creditcard,1.113888889,shopping,1.0,0
307,2000,1,4.921349,creditcard,210.03125,shopping,0.0,0
308,798,1,4.745402,creditcard,0.0,electronics,0.0,0
309,211,1,4.836982,creditcard,0.006944444,shopping,0.0,0
310,804,1,5.040929,creditcard,0.0,electronics,0.0,0
311,987,1,4.836982,paypal,0.054166667,food,1.0,0
312,1089,1,3.954522,creditcard,1088.738194,electronics,1.0,0
313,205,1,4.745402,creditcard,0.0,food,1.0,0
314,1350,1,3.954522,paypal,0.011111111,food,1.0,0
315,2000,1,4.921349,paypal,366.69375,shopping,1.0,0
316,2,1,4.962055,creditcard,1.748611111,electronics,0.0,0
317,785,2,4.745402,creditcard,85.86805556,electronics,0.0,0
318,2,1,4.965339,paypal,0.002777778,food,0.0,0
319,606,1,4.505662,creditcard,0.0,electronics,1.0,0
320,943,1,4.965339,creditcard,0.0,food,0.0,0
321,312,1,4.876771,creditcard,0.0,food,1.0,0
322,442,1,4.965339,paypal,0.0,food,0.0,0
323,444,1,4.886641,creditcard,74.00208333,food,1.0,0
324,25,1,4.836982,creditcard,24.07430556,electronics,0.0,0
325,2000,1,4.52458,creditcard,1376.66875,shopping,1.0,0
326,14,1,4.461622,creditcard,13.90416667,shopping,0.0,0
327,641,1,4.748314,creditcard,0.0,electronics,1.0,0
328,2000,1,5.017904,paypal,170.1840278,electronics,0.0,0
329,474,1,4.742303,paypal,0.0,shopping,1.0,0
330,2000,1,4.745402,creditcard,160.6166667,food,0.0,0
331,1519,1,4.836982,paypal,0.0,shopping,0.0,0
332,299,1,4.505662,paypal,0.000694444,shopping,0.0,0
333,739,1,4.057414,paypal,0.005555556,shopping,1.0,0
334,239,1,4.886641,creditcard,0.0,shopping,1.0,0
335,169,1,4.876771,creditcard,168.0215278,shopping,1.0,0
336,148,1,4.921318,storecredit,143.3583333,food,1.0,0
337,80,1,4.876771,paypal,0.0,food,1.0,0
338,922,1,4.836982,creditcard,0.0,food,0.0,0
339,955,2,4.461622,creditcard,0.0,shopping,0.0,0
340,1413,1,4.057414,creditcard,0.047222222,electronics,1.0,0
341,1131,1,4.886641,creditcard,0.0,electronics,0.0,0
342,674,1,4.836982,creditcard,42.99097222,electronics,1.0,0
343,2000,1,4.965339,creditcard,3.338888889,food,0.0,0
344,2000,1,4.962055,creditcard,195.9034722,shopping,1.0,0
345,2000,1,4.895263,creditcard,0.0,food,0.0,0
346,290,1,4.057414,creditcard,288.9805556,food,1.0,0
347,1767,1,4.461622,creditcard,32.44444444,food,0.0,0
348,4,1,4.876771,creditcard,0.000694444,electronics,0.0,0
349,3,1,4.876771,paypal,0.0,shopping,0.0,0
350,365,1,4.748314,creditcard,0.0,food,1.0,0
351,823,1,5.017904,creditcard,0.110416667,electronics,1.0,0
352,1443,1,4.748314,creditcard,0.0,food,0.0,0
353,2,1,4.461622,creditcard,1.722916667,electronics,0.0,0
354,597,1,4.886641,paypal,212.1048611,shopping,1.0,0
355,1477,1,4.745402,paypal,64.60625,shopping,1.0,0
356,2000,1,4.745402,paypal,0.074305556,food,1.0,0
357,44,1,4.921349,creditcard,0.0,electronics,1.0,0
358,2000,1,4.52458,creditcard,0.0,electronics,0.0,0
359,2000,1,5.040929,creditcard,0.002777778,shopping,0.0,0
360,2000,1,4.057414,creditcard,406.5486111,food,0.0,0
361,2000,1,5.034622,creditcard,0.0,electronics,0.0,0
362,1,1,4.52458,paypal,0.0,food,undefined,1
363,2,1,4.748314,creditcard,1.0125,electronics,0.0,0
364,2000,1,4.876771,paypal,2.0625,shopping,0.0,0
365,5,1,4.886641,creditcard,0.025694444,shopping,1.0,0
366,8,2,4.505662,creditcard,0.0,shopping,0.0,0
367,2000,1,4.921349,creditcard,1830.763194,electronics,1.0,0
368,978,1,3.066058,creditcard,0.0125,food,0.0,0
369,132,1,4.52458,creditcard,0.977083333,food,0.0,0
370,2000,1,5.017904,creditcard,0.000694444,shopping,1.0,0
371,324,1,4.886641,creditcard,0.0,shopping,0.0,0
372,1691,1,4.742303,creditcard,1579.560417,food,0.0,0
373,2000,1,4.962055,paypal,969.9368056,shopping,1.0,0
374,212,1,3.954522,creditcard,0.0,shopping,0.0,0
375,6,2,4.921349,creditcard,0.0,electronics,1.0,0
376,531,1,4.895263,paypal,121.6256944,food,1.0,0
377,136,1,5.017904,creditcard,0.0,shopping,0.0,0
378,1307,1,4.505662,creditcard,0.0,electronics,1.0,0
379,2000,1,4.742303,creditcard,625.8847222,food,0.0,0
380,897,1,4.505662,creditcard,896.9576389,electronics,1.0,0
381,64,1,3.954522,creditcard,0.626388889,shopping,0.0,0
382,1611,1,4.962055,creditcard,0.0,food,0.0,0
383,119,1,4.886641,creditcard,0.000694444,electronics,1.0,0
384,12,1,5.034622,creditcard,0.000694444,shopping,0.0,0
385,695,1,4.505662,creditcard,0.0,food,1.0,0
386,1073,1,4.921318,creditcard,49.84583333,shopping,1.0,0
387,2000,1,4.742303,creditcard,412.55625,shopping,1.0,0
388,2000,1,4.748314,creditcard,0.0,electronics,1.0,0
389,4,1,4.748314,paypal,0.000694444,food,1.0,0
390,2000,1,5.040929,creditcard,0.0,electronics,1.0,0
391,272,2,5.040929,creditcard,0.0,shopping,1.0,0
392,1992,1,5.017904,creditcard,0.000694444,electronics,0.0,0
393,2000,1,5.017904,creditcard,1384.531944,electronics,0.0,0
394,501,1,5.017904,paypal,0.000694444,electronics,1.0,0
395,99,1,4.895263,creditcard,32.43402778,shopping,0.0,0
396,3,1,4.876771,paypal,0.0,electronics,0.0,0
397,105,1,5.040929,creditcard,0.0,food,0.0,0
398,11,1,4.745402,creditcard,0.0,shopping,0.0,0
399,2000,1,5.040929,creditcard,99.0375,shopping,1.0,0
400,1905,1,4.742303,creditcard,0.0,electronics,1.0,0
401,611,1,3.575983,creditcard,537.03125,electronics,0.0,0
402,270,1,3.575983,creditcard,0.0,shopping,1.0,0
403,2,1,4.895263,paypal,1.01875,electronics,1.0,0
404,802,1,5.034622,creditcard,0.0,shopping,1.0,0
405,17,1,4.895263,storecredit,0.0,electronics,0.0,0
406,1194,1,4.505662,creditcard,0.063194444,shopping,1.0,0
407,1575,1,4.461622,creditcard,0.0,food,1.0,0
408,38,1,4.748314,paypal,0.010416667,electronics,0.0,0
409,49,1,5.040929,paypal,48.99652778,shopping,0.0,0
410,1768,1,4.965339,paypal,1009.372222,electronics,1.0,0
411,37,1,4.745402,creditcard,0.000694444,food,1.0,0
412,1025,1,4.921318,creditcard,155.7298611,food,0.0,0
413,13,1,4.836982,creditcard,0.036805556,food,0.0,0
414,909,1,4.745402,creditcard,0.0,electronics,0.0,0
415,1165,1,4.886641,paypal,0.591666667,electronics,0.0,0
416,2000,1,4.742303,paypal,0.0,shopping,1.0,0
417,4,1,5.040929,creditcard,0.0,electronics,1.0,0
418,7,1,4.876771,creditcard,0.001388889,shopping,1.0,0
419,298,2,4.886641,paypal,151.7506944,electronics,0.0,0
420,1,1,4.748314,paypal,0.0,food,undefined,1
421,2000,1,4.745402,creditcard,546.7083333,shopping,0.0,0
422,1,1,4.745402,creditcard,0.003472222,electronics,undefined,1
423,2000,1,4.505662,creditcard,0.0,shopping,0.0,0
424,6,1,4.921349,creditcard,0.002083333,shopping,1.0,0
425,888,1,4.745402,creditcard,0.921527778,food,0.0,0
426,135,1,4.745402,creditcard,0.0,shopping,0.0,0
427,1697,1,4.965339,creditcard,0.0,electronics,1.0,0
428,119,1,4.965339,creditcard,118.9715278,shopping,0.0,0
429,441,1,4.876771,creditcard,0.000694444,food,0.0,0
430,15,1,4.876771,paypal,0.0,food,0.0,0
431,56,1,2.94894,creditcard,53.56319444,electronics,0.0,0
432,253,1,4.921318,creditcard,252.0215278,food,1.0,0
433,2000,1,4.461622,paypal,0.507638889,food,0.0,0
434,2000,1,5.017904,paypal,390.5180556,food,1.0,0
435,2000,1,5.034622,creditcard,119.0430556,shopping,0.0,0
436,663,1,4.748314,creditcard,0.0,shopping,0.0,0
437,1714,2,4.745402,creditcard,680.1923611,food,1.0,0
438,4,1,4.836982,storecredit,0.000694444,food,0.0,0
439,200,1,4.962055,creditcard,0.0,shopping,1.0,0
440,278,1,5.017904,creditcard,0.002777778,shopping,1.0,0
441,111,1,5.017904,creditcard,0.0,shopping,0.0,0
442,1958,1,4.748314,paypal,25.87013889,shopping,0.0,0
443,38,1,4.52458,creditcard,37.0625,electronics,1.0,0
444,144,1,5.034622,creditcard,0.0,food,1.0,0
445,1481,1,3.954522,paypal,0.382638889,food,0.0,0
446,27,1,4.895263,creditcard,25.63541667,electronics,0.0,0
447,2000,1,4.962055,creditcard,0.0,shopping,0.0,0
448,138,1,4.742303,creditcard,0.0,food,1.0,0
449,2000,1,4.895263,creditcard,629.9430556,food,1.0,0
450,2000,1,4.057414,creditcard,0.0,shopping,0.0,0
451,2000,1,4.748314,creditcard,934.2243056,electronics,1.0,0
452,27,1,5.040929,creditcard,0.444444444,food,0.0,0
